Play_Position	Identifier_in_play	Text	Polarity_differentiated	Polarity_threefold	Polarity_binary
Der Freigeist 3.Akt, 6.Szene, 3.Replik, Drama-Nummer: 444	3_6_3_444	ADRAST:Nein. Ich verachte Sie viel zu sehr, als daß ich Sie abhalten sollte, eine niederträchtige Tat zu begehen.	negative	negative	negative
Der Freigeist 3.Akt, 6.Szene, 11.Replik, Drama-Nummer: 452	3_6_11_452	ADRAST:Aber sie gehören nicht Ihnen. –	neutral	neutral	negative
Der Freigeist 3.Akt, 8.Szene, 8.Replik, Drama-Nummer: 462	3_8_8_462	ADRAST:Wissen Sie, daß ein solcher Einfall in Ihrem Munde nicht eben der artigste ist?	mixed	negative	negative
Der Freigeist 3.Akt, 8.Szene, 19.Replik, Drama-Nummer: 473	3_8_19_473	HENRIETTE:St! die Pfeife verrät das Holz, woraus sie geschnitten ist. Lassen Sie doch hören, ob meine dazu stimmt?	negative	negative	negative
Der Freigeist 3.Akt, 8.Szene, 23.Replik, Drama-Nummer: 477	3_8_23_477	HENRIETTE:Hum! Sie denken, weil Sie nichts vom Predigen halten. Sie werden finden, daß ich eine Liebhaberin davon bin. Aber hören Sie nur: – – In seinem vorigen Tone. Ich wollte wünschen, – – denn noch habe ich Ihnen nichts vorzuschreiben, – –	mixed	positive	positive
Der Freigeist 4.Akt, 1.Szene, 12.Replik, Drama-Nummer: 493	4_1_12_493	JULIANE:Ich würde sehr übel tun, wenn ich dir das Geringste sagen wollte.	negative	negative	negative
Der Freigeist 4.Akt, 1.Szene, 19.Replik, Drama-Nummer: 500	4_1_19_500	HENRIETTE:Und ich, – – ich bin es schon. Aber denke nur nicht, daß ich es über dich bin. Ich bin es über niemanden, als über den Adrast. Und was mich unversöhnlich gegen ihn macht, ist dieses, daß meine Schwester seinetwegen gegen mich ungerecht werden muß.	negative	negative	negative
Der Freigeist 4.Akt, 1.Szene, 22.Replik, Drama-Nummer: 503	4_1_22_503	JULIANE:Habe ich dich jemals so empfindlich gesehen! – Du weißt es, Lisette, was ich gesagt habe.	uncertain	positive	positive
Der Freigeist 4.Akt, 1.Szene, 24.Replik, Drama-Nummer: 505	4_1_24_505	JULIANE:Eine Lobrede auf Adrasten?	neutral	neutral	positive
Der Freigeist 4.Akt, 2.Szene, 9.Replik, Drama-Nummer: 518	4_2_9_518	HENRIETTE:Aber bei dem allen sieh dich vor, Schwester! Wenn mir dein Theophan aufstößt, so sollst du sehen, was geschieht. Sie dürfen nicht denken, Adrast, daß ich dieses sage, um Sie eifersüchtig zu machen. Ich fühle es in der Tat, daß ich anfange, Sie zu hassen.	negative	negative	negative
Der Freigeist 4.Akt, 2.Szene, 11.Replik, Drama-Nummer: 520	4_2_11_520	HENRIETTE:O! das wäre vortrefflich, wenn Sie mir hierinne gleich wären. Alsdann, erst alsdann würde unsre Ehe eine recht glückliche Ehe werden. Freuen Sie sich, Adrast! wie verächtlich wollen wir einander begegnen! – – Du willst antworten, Schwester? Nun ist es Zeit. Fort, Lisette!	mixed	negative	negative
Der Freigeist 4.Akt, 3.Szene, 15.Replik, Drama-Nummer: 535	4_3_15_535	JULIANE:Halten Sie mich nicht länger –	uncertain	negative	negative
Der Freigeist 4.Akt, 3.Szene, 19.Replik, Drama-Nummer: 539	4_3_19_539	JULIANE:Ich glaube, er beredet mich, ihn anzuhören. – – Nun wohl! so sagen Sie denn, Adrast, was Sie wider meine Schwester so eingenommen hat?	neutral	neutral	negative
Der Freigeist 4.Akt, 3.Szene, 23.Replik, Drama-Nummer: 543	4_3_23_543	JULIANE:Stille, Adrast! Sie sollten der letzte sein, der diese Anmerkung machte.	negative	negative	negative
Der Freigeist 4.Akt, 3.Szene, 24.Replik, Drama-Nummer: 544	4_3_24_544	ADRAST:Wie so?	neutral	neutral	negative
Der Freigeist 4.Akt, 3.Szene, 36.Replik, Drama-Nummer: 556	4_3_36_556	ADRAST:Es liegt nicht an der Wahrheit, daß sie es nicht werden kann; sondern an den Menschen. – – Wir sollen glücklich in der Welt leben; dazu sind wir erschaffen; dazu sind wir einzig und allein erschaffen. So oft die Wahrheit diesem großen Endzwecke hinderlich ist, so oft ist man verbunden, sie bei Seite zu setzen; denn nur wenig Geister können in der Wahrheit selbst ihr Glück finden. Man lasse daher dem Pöbel seine Irrtümer; man lasse sie ihm, weil sie ein Grund seines Glückes und die Stütze des Staates sind, in welchem er für sich Sicherheit, Überfluß und Freude findet. Ihm die Religion nehmen, heißt ein wildes Pferd auf der fetten Weide los binden, das, so bald es sich frei fühlt, lieber in unfruchtbaren Wäldern herumschweifen und Mangel leiden, als durch einen gemächlichen Dienst alles, was es braucht, erwerben will. – Doch nicht für den Pöbel allein, auch noch für einen andern Teil des menschlichen Geschlechts muß man die Religion beibehalten. Für den schönsten Teil, meine ich, dem sie eine Art von Zierde, wie dort eine Art von Zaume ist. Das Religiöse stehet der weiblichen Bescheidenheit sehr wohl; es gibt der Schönheit ein gewisses edles, gesetztes und schmachtendes Ansehen – –	positive	positive	positive
Der Freigeist 4.Akt, 5.Szene, 7.Replik, Drama-Nummer: 569	4_5_7_569	ADRAST:Ja, sie ist fest beschlossen. Meine Umstände sind von der Beschaffenheit, daß ich die Güte Lisidors mißbrauchen würde, wenn ich länger bliebe. Und über dieses will ich lieber meinen Abschied nehmen, als ihn bekommen.	negative	negative	negative
Der Freigeist 4.Akt, 5.Szene, 9.Replik, Drama-Nummer: 571	4_5_9_571	ADRAST:Ich kenne die Väter, schönste Juliane, und kenne auch die Theophane. Erlauben Sie, daß ich mich nicht näher erklären darf. Ach! wenn ich mir schmeicheln könnte, daß Juliane – – Ich sage nichts weiter. Ich will mir mit keiner Unmöglichkeit schmeicheln. Nein, Juliane kann den Adrast nicht lieben; sie muß ihn hassen. – –	mixed	negative	negative
Der Freigeist 4.Akt, 6.Szene, 2.Replik, Drama-Nummer: 575	4_6_2_575	ADRAST:Ich kann mir es einbilden, auf wessen Anstiften Sie herkommen. Aber was glaubt sie damit zu gewinnen? Mich zu verwirren? mich wieder an sich zu ziehen? – – Wie wohl läßt es Ihnen, Theophan, und Ihrem ehrwürdigen Charakter, das Werkzeug einer weiblichen Eifersucht zu sein! Oder kommen Sie gar, mich zur Rede zu setzen? Ich werde Ihnen alles gestehen; ich werde noch stolz darauf sein.	negative	negative	negative
Der Freigeist 4.Akt, 6.Szene, 4.Replik, Drama-Nummer: 577	4_6_4_577	JULIANE:Erlauben Sie, daß ich mich entferne. Theophan, ich schmeichle mir, daß Sie einige Hochachtung für mich haben; Sie werden keine ungerechte Auslegungen machen, und wenigstens glauben, daß ich meine Pflicht kenne, und daß sie mir zu heilig ist, sie auch nur in Gedanken zu verletzen.	uncertain	negative	negative
Der Freigeist 4.Akt, 6.Szene, 6.Replik, Drama-Nummer: 579	4_6_6_579	JULIANE:Es ist mir lieb, daß Sie aus einer unschuldigen Kleinigkeit nichts machen wollen. Aber lassen Sie mich – – Geht ab.	uncertain	negative	negative
Der Freigeist 4.Akt, 7.Szene, 8.Replik, Drama-Nummer: 587	4_7_8_587	ADRAST:Und was das Schlimmste dabei ist, ohne den Theophan um Erlaubnis gebeten zu haben.	mixed	negative	negative
Der Freigeist 4.Akt, 7.Szene, 9.Replik, Drama-Nummer: 588	4_7_9_588	THEOPHAN:Stellen Sie sich deswegen zufrieden. Sie haben nur eine sehr kleine Formalität übergangen.	positive	positive	positive
Der Freigeist 4.Akt, 7.Szene, 12.Replik, Drama-Nummer: 591	4_7_12_591	ADRAST:Wohl! an dieser Miene, an dieser Wendung erinnere ich mich, was ich bin. Es ist wahr, ich bin Ihr Schuldner, Theophan: und gegen seine Schuldner hat man das Recht, immer ein wenig groß zu tun; – – doch Geduld! ich hoffe es nicht lange mehr zu sein. Es hat sich noch ein ehrlicher Mann gefunden, der mich aus dieser Verlegenheit reißen will. Ich weiß nicht, wo er bleibt. Seinem Versprechen gemäß, hätte er bereits mit dem Gelde hier sein sollen. Ich werde wohl tun, wenn ich ihn hole.	mixed	positive	positive
Der Freigeist 4.Akt, 7.Szene, 13.Replik, Drama-Nummer: 592	4_7_13_592	THEOPHAN:Aber noch ein Wort, Adrast. Ich will Ihnen mein ganzes Herz entdecken. – –	positive	positive	positive
Der Freigeist 4.Akt, 7.Szene, 15.Replik, Drama-Nummer: 594	4_7_15_594	THEOPHAN:Unbiegsamer Geist! Fast verzweifle ich an meinem Unternehmen. Alles ist bei ihm umsonst. Aber was würde er gesagt haben, wenn er mir Zeit gelassen hätte, ihn für sein Geständnis, mit einem andern ähnlichen Geständnisse zu bezahlen? – – Sie kömmt.	negative	negative	negative
Der Freigeist 4.Akt, 8.Szene, 9.Replik, Drama-Nummer: 603	4_8_9_603	LISETTE:Aber nein; so etwas schreit um Rache!	negative	negative	negative
Der Freigeist 4.Akt, 8.Szene, 10.Replik, Drama-Nummer: 604	4_8_10_604	THEOPHAN:Und wie meint Lisette denn, daß man sich rächen könne?	neutral	neutral	negative
Der Freigeist 4.Akt, 8.Szene, 15.Replik, Drama-Nummer: 609	4_8_15_609	LISETTE:Gut! das sind zwei Vielleicht, womit sich etwas anfangen läßt.	neutral	neutral	positive
Der Freigeist 4.Akt, 8.Szene, 18.Replik, Drama-Nummer: 612	4_8_18_612	THEOPHAN:Nicht so spöttisch, Lisette! Es würde hier von einer sehr unschuldigen Rache die Rede sein.	negative	negative	negative
Der Freigeist 4.Akt, 8.Szene, 30.Replik, Drama-Nummer: 624	4_8_30_624	THEOPHAN:Ich will es überlegen.	neutral	neutral	positive
Der Freigeist 4.Akt, 8.Szene, 36.Replik, Drama-Nummer: 630	4_8_36_630	LISETTE:Ein blinder Lärm ist ein Lärm wohinter nichts ist; der aber doch die Gabe hat, den Feind – – zu einer gewissen Aufmerksamkeit zu bringen. – – Zum Exempel: Um zu erfahren, ob Mamsell Juliane den Adrast liebe, müßte sich Herr Theophan in jemand anders verliebt stellen; und um zu erfahren, ob Adrast Mamsell Julianen liebe, müßten Sie sich in jemand anders verliebt stellen. Und da es nun nicht lassen würde, wenn sich Herr Theophan in mich verliebt stellte, noch vielweniger, wenn Sie sich in seinen Martin verliebt stellen wollten: so wäre, kurz und gut, mein Rat, Sie stellten sich beide in einander verliebt. – – Ich rede nur von Stellen; merken Sie wohl, was ich sage! nur von Stellen; denn sonst könnte der blinde Lärm auf einmal Augen kriegen. – – Nun sagen Sie mir beide, ist der Anschlag nicht gut?	uncertain	positive	positive
Der Freigeist 4.Akt, 8.Szene, 37.Replik, Drama-Nummer: 631	4_8_37_631	THEOPHAN:Wo ich nicht gehe, so wird sie noch machen, daß ich mich werde erklären müssen. – – Der Anschlag ist so schlimm nicht; aber – –	negative	negative	negative
Der Freigeist 4.Akt, 9.Szene, 3.Replik, Drama-Nummer: 644	4_9_3_644	DER WECHSLER:Wenn ich so frei sein darf. – – Er hat eine Summe Geldes bei mir aufnehmen wollen, die ich ihm auch Anfangs versprach. Ich habe aber nunmehr Bedenklichkeiten gefunden, und ich komme, es ihm wieder abzusagen: das ist es alles.	negative	negative	negative
Der Freigeist 4.Akt, 9.Szene, 10.Replik, Drama-Nummer: 651	4_9_10_651	THEOPHAN:Theophan.	neutral	neutral	negative
Der Freigeist 4.Akt, 9.Szene, 11.Replik, Drama-Nummer: 652	4_9_11_652	DER WECHSLER:Ein Name, von dem ich allezeit das Beste gehört habe.	positive	positive	positive
Der Freigeist 4.Akt, 9.Szene, 13.Replik, Drama-Nummer: 654	4_9_13_654	DER WECHSLER:Mit Vergnügen.	positive	positive	positive
Der Freigeist 4.Akt, 9.Szene, 14.Replik, Drama-Nummer: 655	4_9_14_655	THEOPHAN:Haben Sie also die Güte, mich auf meine Stube zu begleiten. Ich will Ihnen die nötigen Versicherungen ausstellen; wobei es bloß darauf ankommen wird, diese Bürgschaft vor dem Adrast selbst geheim zu halten.	neutral	neutral	positive
Der Freigeist 5.Akt, 1.Szene, 4.Replik, Drama-Nummer: 663	5_1_4_663	DER WECHSLER:Es ist mir lieb, mein Herr Adrast, daß ich Sie noch treffe.	positive	positive	positive
Der Freigeist 5.Akt, 1.Szene, 12.Replik, Drama-Nummer: 671	5_1_12_671	DER WECHSLER:Noch vielweniger.	uncertain	positive	positive
Der Freigeist 5.Akt, 1.Szene, 18.Replik, Drama-Nummer: 677	5_1_18_677	DER WECHSLER:Sie haben aber auch Ihre Freunde. – –	positive	positive	positive
Der Freigeist 5.Akt, 1.Szene, 20.Replik, Drama-Nummer: 679	5_1_20_679	DER WECHSLER:Und es muß Ihnen doch lieb sein.	positive	positive	positive
Der Freigeist 5.Akt, 1.Szene, 26.Replik, Drama-Nummer: 685	5_1_26_685	DER WECHSLER:Theophan?	uncertain	positive	positive
Der Freigeist 5.Akt, 1.Szene, 31.Replik, Drama-Nummer: 690	5_1_31_690	ADRAST:Ohne Zweifel weil Sie glauben, daß ein Mann von seinem Stande nicht anders, als großmütig und edel sein könne? – –	negative	negative	negative
Der Freigeist 5.Akt, 1.Szene, 35.Replik, Drama-Nummer: 694	5_1_35_694	ADRAST:Er weiß, daß ich ihn kenne, und gibt sich daher alle Mühe, mich zu untergraben. – –	negative	negative	negative
Der Freigeist 5.Akt, 1.Szene, 36.Replik, Drama-Nummer: 695	5_1_36_695	DER WECHSLER:Ich bitte Sie – –	positive	positive	positive
Der Freigeist 5.Akt, 3.Szene, 2.Replik, Drama-Nummer: 708	5_3_2_708	ADRAST:Sie ist Ihr Werk.	negative	negative	negative
Der Freigeist 5.Akt, 3.Szene, 6.Replik, Drama-Nummer: 712	5_3_6_712	ADRAST:Wünschen Sie sich Glück: Sie haben diesen Grad erreicht.	negative	negative	negative
Der Freigeist 5.Akt, 3.Szene, 11.Replik, Drama-Nummer: 717	5_3_11_717	THEOPHAN:Nun?	neutral	neutral	positive
Der Freigeist 5.Akt, 3.Szene, 14.Replik, Drama-Nummer: 720	5_3_14_720	ADRAST:Ja; und weil ich Ihrer Rechten nichts geben mag, was ich aus Ihrer Linken nehmen müßte.	negative	negative	negative
Der Freigeist 5.Akt, 3.Szene, 18.Replik, Drama-Nummer: 724	5_3_18_724	ADRAST:Ich gebe mir alle Mühe, Ihnen auf keine Weise verbunden zu sein: muß es mich also nicht verdrießen, daß Sie mich in den Verdacht bringen, als ob ich es gleichwohl zu sein Ursache hätte?	negative	negative	negative
Der Freigeist 5.Akt, 3.Szene, 20.Replik, Drama-Nummer: 726	5_3_20_726	ADRAST:Und wie Sie gehört haben, so bin ich über die Ihrige erstaunt, diese schlimme Seite so vortrefflich zu verbergen. Noch weiß ich selbst nicht eigentlich, was ich davon denken soll.	negative	negative	negative
Der Freigeist 5.Akt, 3.Szene, 27.Replik, Drama-Nummer: 733	5_3_27_733	THEOPHAN:Es ist mir angenehm, daß Sie endlich auf diesen Punkt herauskommen.	positive	positive	positive
Der Freigeist 5.Akt, 3.Szene, 28.Replik, Drama-Nummer: 734	5_3_28_734	ADRAST:Vermuten Sie aber nur nicht, daß ich mit der geringsten Mäßigung davon sprechen werde.	negative	negative	negative
Der Freigeist 5.Akt, 3.Szene, 29.Replik, Drama-Nummer: 735	5_3_29_735	THEOPHAN:So will ich es versuchen, desto mehrere dabei zu brauchen.	positive	positive	positive
Der Freigeist 5.Akt, 3.Szene, 30.Replik, Drama-Nummer: 736	5_3_30_736	ADRAST:Sie lieben Julianen, und ich – ich – was suche ich lange noch Worte? – Ich hasse Sie wegen dieser Liebe, ob ich gleich kein Recht auf den geliebten Gegenstand habe; und Sie, der Sie ein Recht darauf haben, sollten mich, der ich Sie um dieses Recht beneide, nicht auch hassen?	negative	negative	negative
Der Freigeist 5.Akt, 3.Szene, 32.Replik, Drama-Nummer: 738	5_3_32_738	ADRAST:Wenn dieses Recht auf die Stärke unserer Liebe ankäme, so würde ich es Ihnen vielleicht noch streitig machen. Es ist Ihr Glück, daß es auf die Einwilligung eines Vaters, und auf den Gehorsam einer Tochter ankömmt. – –	negative	negative	negative
Der Freigeist 5.Akt, 3.Szene, 34.Replik, Drama-Nummer: 740	5_3_34_740	ADRAST:So wollen Sie mir vielleicht Ihre Ansprüche abtreten? – –	positive	positive	positive
Der Freigeist 5.Akt, 3.Szene, 45.Replik, Drama-Nummer: 751	5_3_45_751	THEOPHAN:Ich will mich bestreben, daß Sie den Theophan so finden sollen, als Sie ihn sich vorstellen.	positive	positive	positive
Der Freigeist 5.Akt, 3.Szene, 51.Replik, Drama-Nummer: 757	5_3_51_757	THEOPHAN:Wenn ich es sage, glauben Sie nur nicht, daß es um Ihret Willen geschieht.	neutral	neutral	positive
Der Freigeist 5.Akt, 3.Szene, 60.Replik, Drama-Nummer: 766	5_3_60_766	ADRAST:Wehe dem, der mich auf eine so grausame Art aufzuziehen denkt!	negative	negative	negative
Der Freigeist 5.Akt, 3.Szene, 66.Replik, Drama-Nummer: 772	5_3_66_772	ADRAST:Und Sie sind es wirklich gesonnen?	positive	positive	positive
Der Freigeist 5.Akt, 3.Szene, 67.Replik, Drama-Nummer: 773	5_3_67_773	THEOPHAN:Und zwar je eher, je lieber.	positive	positive	positive
Der Freigeist 5.Akt, 3.Szene, 70.Replik, Drama-Nummer: 776	5_3_70_776	ADRAST:Daß Sie eine andere Person lieben?	neutral	neutral	positive
Der Freigeist 5.Akt, 3.Szene, 91.Replik, Drama-Nummer: 797	5_3_91_797	THEOPHAN:Sie erkennen dieses sehr spät – aber Sie erkennen es doch noch. – – Liebster Adrast, ich muß Sie umarmen. – –	positive	positive	positive
Der Freigeist 5.Akt, 3.Szene, 96.Replik, Drama-Nummer: 802	5_3_96_802	ADRAST:Ja, Theophan, nun lassen Sie uns eilen. – – Aber wenn uns Lisidor zuwider wäre? – – Wenn Juliane einen andern liebte? – –	mixed	negative	negative
Der Freigeist 5.Akt, 4.Szene, 6.Replik, Drama-Nummer: 809	5_4_6_809	ADRAST:Auch daran ist nicht gedacht worden. Wir beschäftigten uns mit einer Sache, bei der das Vornehmste nunmehr auf Sie ankömmt.	positive	positive	positive
Der Freigeist 5.Akt, 4.Szene, 9.Replik, Drama-Nummer: 812	5_4_9_812	LISIDOR:O! ihr werdet mir einen Gefallen tun, wenn ihr es so geschwind, als möglich, in eure eignen Hände nehmt. – Ihr meint doch wohl das Glück in Fischbeinröcken? Schon lange habe ich es selber nicht mehr gern behalten wollen. Denn der Mensch ist ein Mensch, und eine Jungfer eine Jungfer; und Glück und Glas wie bald bricht das!	mixed	positive	positive
Der Freigeist 5.Akt, 4.Szene, 11.Replik, Drama-Nummer: 814	5_4_11_814	LISIDOR:Was?	neutral	neutral	positive
Der Freigeist 5.Akt, 4.Szene, 17.Replik, Drama-Nummer: 820	5_4_17_820	LISIDOR:Nicht liebe? habe ich recht gehört? – Und was ist denn Ihr Geständnis, Adrast? – –	negative	negative	negative
Der Freigeist 5.Akt, 4.Szene, 24.Replik, Drama-Nummer: 827	5_4_24_827	LISIDOR:Ho! ho! dahinter muß ich kommen. – – Lisette! he! Lisette! – – Ihr seid also wohl gar eifersüchtig, und wollt nur drohen?	mixed	negative	negative
Der Freigeist 5.Akt, 5.Szene, 4.Replik, Drama-Nummer: 833	5_5_4_833	LISIDOR:Beide! hörst du nicht?	uncertain	positive	positive
Der Freigeist 5.Akt, 5.Szene, 5.Replik, Drama-Nummer: 834	5_5_5_834	LISETTE:Meine Jungfern?	uncertain	positive	positive
Der Freigeist 5.Akt, 5.Szene, 12.Replik, Drama-Nummer: 841	5_5_12_841	LISIDOR:Ich glaube, du Maulaffe, willst es eher wissen, als sie?	negative	negative	negative
Der Freigeist 5.Akt, 6.Szene, 2.Replik, Drama-Nummer: 844	5_6_2_844	ADRAST:Sie sich andre Schwiegersöhne suchen? – – Was für ein Unglück drohen Sie uns?	negative	negative	negative
Der Freigeist 5.Akt, 6.Szene, 4.Replik, Drama-Nummer: 846	5_6_4_846	THEOPHAN:Ohne sie zu lieben?	negative	negative	negative
Der Freigeist 5.Akt, 6.Szene, 16.Replik, Drama-Nummer: 858	5_6_16_858	ADRAST:Ich würde nicht rechtschaffen handeln, wenn ich Ihnen meine Umstände verhehlte.	positive	positive	positive
Der Freigeist 5.Akt, 6.Szene, 18.Replik, Drama-Nummer: 860	5_6_18_860	ADRAST:Mein Vermögen ist so geschmolzen, daß ich, wenn ich alle meine Schulden bezahle, nichts übrig behalte.	negative	negative	negative
Der Freigeist 5.Akt, 7.Szene, 14.Replik, Drama-Nummer: 875	5_7_14_875	JULIANE:Ach Theophan! ich höre es schon: Sie haben zu scharfe Blicke in mein Herz getan. – –	mixed	negative	negative
Der Freigeist 5.Akt, 7.Szene, 18.Replik, Drama-Nummer: 879	5_7_18_879	LISIDOR:Siehst du, Mädchen, was du für Zeug angefangen hast?	negative	negative	negative
Der Freigeist 5.Akt, 7.Szene, 21.Replik, Drama-Nummer: 882	5_7_21_882	LISIDOR:Fein bedächtig, Henriette! Hast du schon die Krankheit auf morgen vergessen?	negative	negative	negative
Der Freigeist 5.Akt, 8.Szene, 1.Replik, Drama-Nummer: 885	5_8_1_885	FRAU PHILANE:Kinder, was höre ich? Ist es möglich?	positive	positive	positive
